apps/dataent/dataent/www/login.html +87,Send Password,Send adgangskode
DocType: Print Settings,Server IP,Server IP
DocType: Email Queue,Attachments,Vedhæftede filer
apps/dataent/dataent/website/doctype/web_form/web_form.py +133,You don't have the permissions to access this document,Du behøver ikke tilladelser til at få adgang dette dokument
DocType: Language,Language Name,Sprognavn
DocType: Email Group Member,Email Group Member,E-mailgruppemedlem
apps/dataent/dataent/auth.py +393,Your account has been locked and will resume after {0} seconds,Din konto er blevet låst og vil genoptage efter {0} sekunder
apps/dataent/dataent/core/page/permission_manager/permission_manager_help.html +32,User Permissions are used to limit users to specific records.,Bruger tilladelser bruges til at begrænse brugere til specifikke poster.
DocType: Notification,Value Changed,Værdi ændret
apps/dataent/dataent/model/base_document.py +322,Duplicate name {0} {1},Duplicate navn {0} {1}
apps/dataent/dataent/desk/page/setup_wizard/setup_wizard.js +281,Retry,Prøve igen
DocType: Web Form Field,Web Form Field,Web Form Field
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +257,Hide field in Report Builder,Skjul feltet i rapportgeneratoren
apps/dataent/dataent/templates/emails/new_message.html +1,You have a new message from: ,Du har en ny besked fra:
apps/dataent/dataent/printing/page/print_format_builder/print_format_builder_field.html +21,Edit HTML,Rediger HTML
apps/dataent/dataent/integrations/doctype/social_login_key/social_login_key.py +30,Please enter Redirect URL,Indtast venligst omdirigeringswebadresse
apps/dataent/dataent/templates/emails/recurring_document_failed.html +9,"to be generated. If delayed, you will have to manually change the ""Repeat on Day of Month"" field
of this","at blive genereret. Hvis forsinket, skal du manuelt ændre feltet &quot;Gentag på dag i måneden&quot; her"
apps/dataent/dataent/core/page/permission_manager/permission_manager.js +416,Restore Original Permissions,Gendan originale tilladelser
DocType: Address,Shop,Butik
DocType: DocField,Button,Knap
apps/dataent/dataent/printing/doctype/print_format/print_format.py +80,{0} is now default print format for {1} doctype,{0} er nu standard printformat til {1} doktype
apps/dataent/dataent/public/js/dataent/views/kanban/kanban_board.js +338,Archived Columns,Arkiverede kolonner
DocType: Email Account,Default Outgoing,Standard Udgående
DocType: Workflow State,play,spille
apps/dataent/dataent/templates/emails/new_user.html +4,Click on the link below to complete your registration and set a new password,Klik på linket nedenfor for at fuldføre din registrering og angive en ny adgangskode
apps/dataent/dataent/core/page/permission_manager/permission_manager.js +401,Did not add,Ikke tilføje
apps/dataent/dataent/public/js/dataent/views/inbox/inbox_view.js +188,No Email Accounts Assigned,Ingen e-mail konti Tildelt
DocType: Contact Us Settings,Contact Us Settings,Kontakt os Indstillinger
apps/dataent/dataent/public/js/dataent/ui/toolbar/search.js +176,Searching ...,Søger ...
DocType: Workflow State,text-width,tekst-bredde
apps/dataent/dataent/public/js/legacy/form.js +141,Maximum Attachment Limit for this record reached.,Maksimal Attachment for denne rekord nået.
DocType: Notification,View Properties (via Customize Form),Se Egenskaber (via Customize Form)
DocType: Note Seen By,Note Seen By,Note set af
apps/dataent/dataent/utils/password_strength.py +100,Try to use a longer keyboard pattern with more turns,Prøv at bruge en længere tastatur mønster med flere omgange
DocType: Feedback Trigger,Check Communication,Tjek kommunikation
DocType: Address,Rajasthan,Rajasthan
DocType: Email Template,Email Reply Help,Email Svar Hjælp
apps/dataent/dataent/core/doctype/report/report.js +5,Report Builder reports are managed directly by the report builder. Nothing to do.,Rapportgeneratorens rapporter administreres direkte af rapportgeneratoren.
apps/dataent/dataent/email/doctype/newsletter/newsletter.py +189,Please verify your Email Address,Bekræft din e-mail adresse
apps/dataent/dataent/model/document.py +1065,none of,ingen af
apps/dataent/dataent/public/js/dataent/views/communication.js +87,Send Me A Copy,Send mig en kopi
DocType: Dropbox Settings,App Secret Key,App Secret Key
DocType: Webhook,on_submit,on_submit
apps/dataent/dataent/config/website.py +7,Web Site,Internetside
apps/dataent/dataent/core/page/desktop/all_applications_dialog.html +8,Checked items will be shown on desktop,Markerede elementer vil blive vist på skrivebordet
apps/dataent/dataent/core/doctype/doctype/doctype.py +821,{0} cannot be set for Single types,{0} kan ikke indstilles for Single typer
DocType: Data Import,Data Import,Dataimport
apps/dataent/dataent/public/js/dataent/views/reports/report_view.js +348,Configure Chart,Konfigurer diagram
apps/dataent/dataent/public/js/dataent/form/form_viewers.js +55,{0} are currently viewing this document,{0} kigger i øjeblikket på dette dokument
DocType: ToDo,Assigned By Full Name,Tildelt af navn
apps/dataent/dataent/custom/doctype/customize_form/customize_form.py +156,{0} updated,{0} opdateret
apps/dataent/dataent/core/doctype/doctype/doctype.py +813,Report cannot be set for Single types,Rapporten kan ikke indstilles for Single typer
DocType: System Settings,Allow Consecutive Login Attempts ,Tillad på hinanden følgende loginforsøg
apps/dataent/dataent/templates/pages/integrations/stripe_checkout.html +50,An error occured during the payment process. Please contact us.,Der opstod en fejl under betalingsprocessen. Kontakt os venligst.
apps/dataent/dataent/public/js/dataent/misc/pretty_date.js +52,{0} days ago,{0} dage siden
DocType: Email Account,Awaiting Password,Afventer adgangskode
DocType: Address,Address Line 1,Adresse
apps/dataent/dataent/public/js/dataent/ui/filters/edit_filter.html +18,Not Descendants Of,Ikke Efterkommere af
DocType: Custom DocPerm,Role,Rolle
apps/dataent/dataent/public/js/dataent/form/templates/print_layout.html +21,Settings...,Indstillinger ...
apps/dataent/dataent/utils/data.py +520,Cent,Cent
apps/dataent/dataent/public/js/dataent/views/inbox/inbox_view.js +176,Compose Email,Compose Email
apps/dataent/dataent/config/setup.py +221,"States for workflow (e.g. Draft, Approved, Cancelled).","Stater for workflow (f.eks Udkast, Godkendt, Annulleret)."
DocType: Print Settings,Allow Print for Draft,Tillad Print til Udkast
apps/dataent/dataent/public/js/dataent/form/link_selector.js +142,Set Quantity,Sæt Mængde
apps/dataent/dataent/public/js/legacy/form.js +348,Submit this document to confirm,Godkend dette dokument for at bekræfte
DocType: Contact,Unsubscribed,Afmeldt
apps/dataent/dataent/config/setup.py +49,Set custom roles for page and report,Indstil brugerdefinerede roller for side og rapport
DocType: Braintree Settings,Merchant ID,Købmand ID
apps/dataent/dataent/public/js/dataent/misc/rating_icons.html +2,Rating: ,Bedømmelse:
apps/dataent/dataent/email/receive.py +196,Can not find UIDVALIDITY in imap status response,Kan ikke finde UIDVALIDITY i imap status svar
DocType: Address,Dadra and Nagar Haveli,Dadra og Nagar Haveli
apps/dataent/dataent/desk/page/setup_wizard/setup_wizard.js +419,Attach Your Picture,Vedhæft dit billede
apps/dataent/dataent/core/doctype/version/version_view.html +69,Row Values Changed,Row Værdier Ændret
DocType: Workflow State,Stop,Stands
DocType: Footer Item,Link to the page you want to open. Leave blank if you want to make it a group parent.,"Link til den side, du vil åbne. Efterlad tom, hvis du ønsker at gøre det til en gruppe forældre."
DocType: DocType,Is Single,Er Single
apps/dataent/dataent/core/doctype/user/user.py +759,Sign Up is disabled,Tilmeld er deaktiveret
apps/dataent/dataent/email/queue.py +331,{0} has left the conversation in {1} {2},{0} har forladt samtalen i {1} {2}
DocType: Blogger,User ID of a Blogger,Bruger ID på en Blogger
apps/dataent/dataent/core/doctype/user/user.py +299,There should remain at least one System Manager,Der bør være mindst én systemadministrator tilbage
DocType: GCalendar Account,Authorization Code,Authorization Code
DocType: PayPal Settings,Mention transaction completion page URL,Nævn transaktion færdiggørelse webadresse
DocType: Help Article,Expert,Ekspert
DocType: Workflow State,circle-arrow-right,cirkel-pil-højre
DocType: Role Profile,Role Profile,Rolprofil
DocType: LDAP Settings,LDAP Server Url,LDAP-server Url
apps/dataent/dataent/public/js/legacy/form.js +72,Cannot open instance when its {0} is open,Kan ikke åbne eksempel når dens {0} er åben
,Transaction Log Report,Transaktionslograpport
DocType: Custom DocPerm,Custom DocPerm,Tilpasset DocPerm
DocType: Newsletter,Send Unsubscribe Link,Send afmeld-link
DocType: Notification,Method,Metode
DocType: Report,Script Report,Script Report
DocType: OAuth Authorization Code,Scopes,Scopes
DocType: About Us Settings,Company Introduction,Firma Introduktion
DocType: DocField,Length,Længde
apps/dataent/dataent/config/setup.py +147,Restore or permanently delete a document.,Gendan eller permanent slet et dokument.
apps/dataent/dataent/integrations/doctype/gsuite_settings/gsuite_settings.js +32,GSuite test executed with success. GSuite integration is correctly configured,GSuite test udført med succes. GSuite integration er korrekt konfigureret
DocType: Feedback Trigger,"To add dynamic subject, use jinja tags like

<div><pre><code>{{ doc.name }} Delivered</code></pre></div>","For at tilføje dynamisk emne, brug Jinja tags som <div><pre> <code>{{ doc.name }} Delivered</code> </pre> </div>"
apps/dataent/dataent/desk/search.py +19,Invalid Search Field {0},Ugyldigt søgefelt {0}
DocType: User,Modules HTML,Moduler HTML
DocType: Email Account,"Track if your email has been opened by the recipient.
<br>
Note: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Spørg om din e-mail er blevet åbnet af modtageren. <br> Bemærk: Hvis du sender til flere modtagere, selvom 1 modtager læser e-mailen, betragtes den som &quot;Åbnet&quot;"
apps/dataent/dataent/public/js/dataent/ui/field_group.js +91,Missing Values Required,Manglende værdier skal angives
DocType: DocType,Other Settings,Andre indstillinger
DocType: Data Migration Connector,Dataent,dataent
apps/dataent/dataent/core/doctype/communication/communication_list.js +17,Mark as Unread,Marker som ulæst
DocType: Activity Log,Operation,Operation
DocType: Customize Form,Change Label (via Custom Translation),Skift Label (via brugerdefineret Translation)
apps/dataent/dataent/share.py +137,No permission to {0} {1} {2},Ingen tilladelse til {0} {1} {2}
DocType: Address,Permanent,Permanent
apps/dataent/dataent/public/js/dataent/form/workflow.js +44,Note: Other permission rules may also apply,Bemærk: Andre tilladelser kan også gælde
apps/dataent/dataent/templates/emails/print_link.html +2,View this in your browser,Se i din browser
DocType: DocType,Search Fields,Søg Felter
DocType: System Settings,OTP Issuer Name,OTP Udsteder Navn
DocType: OAuth Bearer Token,OAuth Bearer Token,OAuth Bærer token
apps/dataent/dataent/public/js/legacy/print_format.js +124,No document selected,Ingen dokument valgt
apps/dataent/dataent/desk/page/setup_wizard/install_fixtures.py +16,Dr,Dr.
apps/dataent/dataent/public/js/dataent/dom.js +301,You are connected to internet.,Du er forbundet til internettet.
DocType: Social Login Key,Enable Social Login,Aktivér social login
DocType: Event,Event,Begivenhed
apps/dataent/dataent/public/js/dataent/views/communication.js +651,"On {0}, {1} wrote:","Den {0}, {1} skrev:"
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +133,Cannot delete standard field. You can hide it if you want,"Kan ikke slette standard felt. Du kan skjule det, hvis du ønsker"
DocType: Top Bar Item,For top bar,For top bar
DocType: Social Login Key,Auth URL Data,Auth URL-data
apps/dataent/dataent/desk/page/backups/backups.py +70,Queued for backup. You will receive an email with the download link,Kø for backup. Du modtager en email med downloadlinket
apps/dataent/dataent/utils/bot.py +148,Could not identify {0},Kunne ikke identificere {0}
DocType: Address,Address,Adresse
apps/dataent/dataent/templates/pages/integrations/payment-failed.html +3,Payment Failed,Betaling mislykkedes
DocType: Print Settings,In points. Default is 9.,I point. Standard er 9.
DocType: OAuth Client,Redirect URIs,Omdiriger URI&#39;er
apps/dataent/dataent/desk/doctype/bulk_update/bulk_update.py +47,Submiting {0},Indsender {0}
DocType: Workflow State,heart,hjerte
apps/dataent/dataent/www/update-password.html +56,Old Password Required.,Gammelt kodeord er påkrævet.
DocType: Role,Desk Access,Adgang til skrivebord
DocType: Workflow State,minus,minus
DocType: S3 Backup Settings,Bucket,Spand
apps/dataent/dataent/public/js/dataent/request.js +167,Server Error: Please check your server logs or contact tech support.,Serverfejl: Kontroller dine serverlogfiler eller kontakt teknisk support.
apps/dataent/dataent/public/js/dataent/ui/capture.js +152,Unable to load camera.,Kan ikke indlæse kamera.
apps/dataent/dataent/core/doctype/user/user.py +206,Welcome email sent,Velkomst-e-mail sendt
apps/dataent/dataent/desk/page/setup_wizard/setup_wizard.js +354,Let's prepare the system for first use.,Lad os forberede systemet til første brug.
apps/dataent/dataent/core/doctype/user/user.py +766,Already Registered,Allerede registreret
DocType: System Settings,Float Precision,Float Precision
DocType: Notification,Sender Email,Afsender Email
apps/dataent/dataent/core/doctype/page/page.py +41,Only Administrator can edit,Kun Administrator kan redigere
apps/dataent/dataent/public/js/dataent/upload.js +87,Filename,Filnavn
DocType: DocType,Editable Grid,Redigerbar Grid
DocType: Property Setter,Property Setter,Ejendom Setter
DocType: Web Form,Allow Print,Tillad Print
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +241,Mark the field as Mandatory,Markere feltet som Obligatorisk
DocType: Communication,Clicked,Klikkede
apps/dataent/dataent/public/js/legacy/form.js +995,No permission to '{0}' {1},Ingen tilladelse til '{0}' {1}
apps/dataent/dataent/email/doctype/auto_email_report/auto_email_report.js +38,Scheduled to send,Planlagt til at sende
DocType: DocType,Track Seen,Track Set
DocType: Dropbox Settings,File Backup,Filbackup
apps/dataent/dataent/desk/form/utils.py +67,This method can only be used to create a Comment,Denne fremgangsmåde kan kun bruges til at oprette en kommentar med
DocType: Kanban Board Column,orange,orange
apps/dataent/dataent/public/js/dataent/list/list_renderer.js +629,No {0} found,Ingen {0} fundet
apps/dataent/dataent/config/setup.py +259,Add custom forms.,Tilføj brugerdefinerede formularer.
apps/dataent/dataent/desk/like.py +84,{0}: {1} in {2},{0}: {1} i {2}
apps/dataent/dataent/public/js/dataent/form/footer/timeline.js +456,submitted this document,godkendte dette dokument
apps/dataent/dataent/core/page/permission_manager/permission_manager_help.html +9,The system provides many pre-defined roles. You can add new roles to set finer permissions.,Systemet giver mange foruddefinerede roller. Du kan tilføje nye roller at indstille finere tilladelser.
DocType: Communication,CC,CC
DocType: Country,Geo,Geo
DocType: Data Migration Run,Trigger Name,Udløsernavn
DocType: Blog Category,Blog Category,Blog Kategori
apps/dataent/dataent/model/mapper.py +123,Cannot map because following condition fails: ,"Kan ikke kort, fordi følgende betingelse mislykkes:"
DocType: Role Permission for Page and Report,Roles HTML,Roller HTML
apps/dataent/dataent/website/doctype/website_settings/website_settings.js +10,Select a Brand Image first.,Vælg først et varemærkebillede.
apps/dataent/dataent/core/doctype/user/user_list.js +12,Active,Aktiv
apps/dataent/dataent/public/js/dataent/form/grid_row_form.js +52,Insert Below,Indsæt nedenfor
DocType: Kanban Board Column,Blue,Blå
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +168,All customizations will be removed. Please confirm.,Alle tilpasninger vil blive fjernet. Bekræft venligst.
DocType: Page,Page HTML,Side HTML
apps/dataent/dataent/chat/doctype/chat_room/chat_room.py +70,Group name cannot be empty.,Gruppens navn kan ikke være tomt.
apps/dataent/dataent/public/js/dataent/views/treeview.js +295,Further nodes can be only created under 'Group' type nodes,Yderligere noder kan kun oprettes under &#39;koncernens typen noder
DocType: SMS Parameter,Header,Overskrift
apps/dataent/dataent/public/js/dataent/model/model.js +90,Unknown Column: {0},Ukendt kolonne: {0}
DocType: Notification Recipient,Email By Role,E-mail Ved Rolle
apps/dataent/dataent/core/page/permission_manager/permission_manager.js +291,Users with role {0}:,Brugere med rollen {0}:
DocType: Print Format,Custom Format,Brugerdefineret format
DocType: Workflow State,random,tilfældig
DocType: Newsletter Email Group,Newsletter Email Group,Nyhedsbrev E-mailgruppe
DocType: Braintree Settings,Integrations,Integrationer
DocType: DocField,Section Break,Afsnit Break
DocType: Address,Warehouse,Lager
DocType: Address,Other Territory,Andet territorium
,Messages,Meddelelser
apps/dataent/dataent/config/website.py +83,Portal,Portal
DocType: Email Account,Use Different Email Login ID,Brug forskellige e-mail-login-id
apps/dataent/dataent/desk/query_report.py +48,Must specify a Query to run,Skal angive et Query til at køre
apps/dataent/dataent/integrations/doctype/braintree_settings/braintree_settings.py +65,"There seems to be an issue with the server's braintree configuration. Don't worry, in case of failure, the amount will get refunded to your account.","Der ser ud til at være et problem med serverens braintree-konfiguration. Du skal ikke bekymre dig, i tilfælde af fiasko vil beløbet blive refunderet til din konto."
apps/dataent/dataent/www/me.html +25,Manage Third Party Apps,Administrer tredjepartsapps
apps/dataent/dataent/config/setup.py +76,"Language, Date and Time settings","Sprog, dato og klokkeslæt"
DocType: User Email,User Email,Bruger e-mail
DocType: Event,Saturday,Lørdag
DocType: User,Represents a User in the system.,Repræsenterer en bruger i systemet.
DocType: Communication,Label,Label
apps/dataent/dataent/desk/form/assign_to.py +148,"The task {0}, that you assigned to {1}, has been closed.","Opgaven {0}, som du har tildelt til {1}, er blevet lukket."
apps/dataent/dataent/integrations/doctype/dropbox_settings/dropbox_settings.py +293,Please close this window,Luk dette vindue
DocType: Print Format,Print Format Type,Print Format Type
DocType: Newsletter,A Lead with this Email Address should exist,Et emne med denne e-mailadresse skal eksistere
apps/dataent/dataent/public/js/dataent/ui/toolbar/about.js +7,Open Source Applications for the Web,Open Source-løsninger til internettet
DocType: Website Theme,"Add the name of a ""Google Web Font"" e.g. ""Open Sans""",Tilføj navnet på en &quot;Google Web Font&quot; fx &quot;Open Sans&quot;
apps/dataent/dataent/public/js/dataent/request.js +176,Request Timed Out,Opstod timeout for anmodningen
apps/dataent/dataent/config/setup.py +93,Enable / Disable Domains,Aktivér / deaktiver domæner
DocType: Role Permission for Page and Report,Allow Roles,Tillad Roller
DocType: DocType,Hide Toolbar,Skjul værktøjslinje
DocType: User,Last Active,Sidst aktiv
DocType: Email Account,SMTP Settings for outgoing emails,SMTP Indstillinger for udgående e-mails
DocType: Data Export,Filter List,Filter liste
DocType: Data Export,Excel,Excel
apps/dataent/dataent/templates/emails/password_update.html +2,Your password has been updated. Here is your new password,Dit password er blevet opdateret. Her er din nye adgangskode
DocType: Email Account,Auto Reply Message,Autosvarbesked
DocType: Feedback Trigger,Condition,Tilstand
apps/dataent/dataent/utils/data.py +634,{0} hours ago,{0} timer siden
apps/dataent/dataent/utils/data.py +644,1 month ago,1 måned siden
DocType: Contact,User ID,Bruger-id
DocType: Communication,Sent,Sent
DocType: Address,Kerala,Kerala
DocType: File,Lft,LFT
DocType: User,Simultaneous Sessions,Samtidige Sessions
DocType: Social Login Key,Client Credentials,Client legitimationsoplysninger
apps/dataent/dataent/public/js/dataent/ui/toolbar/awesome_bar.js +138,Open a module or tool,Åbn en modul eller værktøj
DocType: Communication,Delivery Status,Levering status
DocType: Module Def,App Name,App Name
DocType: Workflow,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Felt, der repræsenterer Workflow stat for transaktionen (hvis feltet ikke er til stede, en ny skjult brugerdefineret felt vil blive oprettet)"
DocType: Help Article,Knowledge Base Contributor,Knowledge Base bidragyder
DocType: Communication,Sent Read Receipt,Sent Læs Kvittering
DocType: Feedback Request,Reference Communication,henvisning Kommunikation
DocType: Email Queue,Unsubscribe Method,Afmeld Method
DocType: GSuite Templates,Related DocType,Relateret DocType
apps/dataent/dataent/printing/page/print_format_builder/print_format_builder.js +674,Edit to add content,Rediger for at tilføje indhold
apps/dataent/dataent/public/js/dataent/views/communication.js +101,Select Languages,Vælg sprog
apps/dataent/dataent/templates/pages/integrations/stripe_checkout.html +41,Card Details,Kortoplysninger
apps/dataent/dataent/__init__.py +564,No permission for {0},Ingen tilladelse til {0}
DocType: DocType,Advanced,Avanceret
apps/dataent/dataent/integrations/doctype/razorpay_settings/razorpay_settings.py +79,Seems API Key or API Secret is wrong !!!,Synes API Key eller API Secret er forkert !!!
apps/dataent/dataent/templates/emails/auto_reply.html +3,Reference: {0} {1},Reference: {0} {1}
apps/dataent/dataent/desk/page/setup_wizard/install_fixtures.py +16,Mrs,fru
DocType: File,Attached To Name,Vedhæftet Til Navn
DocType: Address,Address Type,Adressetype
apps/dataent/dataent/email/receive.py +94,Invalid User Name or Support Password. Please rectify and try again.,"Ugyldigt brugernavn eller support adgangskode. Venligst rette, og prøv igen."
DocType: Email Account,Yahoo Mail,Yahoo Mail
apps/dataent/dataent/limits.py +77,Your subscription will expire tomorrow.,Dit abonnement udløber i morgen.
apps/dataent/dataent/email/doctype/notification/notification.py +202,Error in Notification,Fejl i meddelelse
apps/dataent/dataent/desk/page/setup_wizard/install_fixtures.py +16,Madam,Fru
apps/dataent/dataent/desk/page/activity/activity_row.html +21,Updated {0}: {1},Opdateret {0}: {1}
apps/dataent/dataent/desk/page/setup_wizard/install_fixtures.py +16,Master,Master
DocType: DocType,User Cannot Create,Brugeren må ikke oprette
apps/dataent/dataent/core/doctype/file/file.py +320,Folder {0} does not exist,Folder {0} findes ikke
apps/dataent/dataent/integrations/doctype/dropbox_settings/dropbox_settings.py +318,Dropbox access is approved!,Dropbox adgang er godkendt!
DocType: Customize Form,Enter Form Type,Indtast Form Type
apps/dataent/dataent/public/js/dataent/views/kanban/kanban_view.js +13,Missing parameter Kanban Board Name,Manglende parameter Kanban Board Name
apps/dataent/dataent/public/js/dataent/list/list_sidebar_stat.html +5,No records tagged.,Ingen poster markeret.
apps/dataent/dataent/printing/page/print_format_builder/print_format_builder.js +466,Remove Field,Fjern Field
apps/dataent/dataent/public/js/dataent/request.js +31,You are not connected to Internet. Retry after sometime.,Du er ikke forbundet til internettet. Prøv igen efter engang.
DocType: User,Send Password Update Notification,Send meddelelse vedr. opdateret adgangskode
apps/dataent/dataent/public/js/legacy/form.js +62,"Allowing DocType, DocType. Be careful!","At tillade DocType, DocType. Vær forsigtig!"
apps/dataent/dataent/config/core.py +32,"Customized Formats for Printing, Email","Tilpassede formater til udskrivning, e-mail"
apps/dataent/dataent/public/js/dataent/desk.js +477,Updated To New Version,Opdateret Til Ny version
DocType: Custom Field,Depends On,Afhænger af
DocType: Kanban Board Column,Green,Grøn
DocType: Custom DocPerm,Additional Permissions,Yderligere tilladelser
DocType: Email Account,Always use Account's Email Address as Sender,Brug altid kontos e-mail-adresse som afsender
apps/dataent/dataent/templates/includes/comments/comments.html +21,Login to comment,Login for at kommentere
apps/dataent/dataent/core/doctype/data_import/importer.py +24,Start entering data below this line,Begynde at indtaste data under denne linje
apps/dataent/dataent/public/js/dataent/form/footer/timeline.js +511,changed values for {0},ændrede værdier for {0}
apps/dataent/dataent/email/doctype/email_account/email_account.py +55,"Email ID must be unique, Email Account already exists \
				for {0}","E-mail-id skal være unikt, E-mail-konto eksisterer allerede \ for {0}"
DocType: Workflow State,retweet,retweet
apps/dataent/dataent/public/js/dataent/form/templates/print_layout.html +23,Customize...,Tilpas ...
DocType: Print Format,Align Labels to the Right,Juster etiketter til højre
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +223,Specify the value of the field,Angiv værdien af feltet
DocType: Report,Disabled,Deaktiveret
DocType: File,Uploaded To Dropbox,Uploadet til Dropbox
DocType: Workflow State,eye-close,eye-close
DocType: OAuth Provider Settings,OAuth Provider Settings,OAuth Provider Indstillinger
apps/dataent/dataent/config/setup.py +271,Applications,Applikationer
apps/dataent/dataent/public/js/dataent/request.js +385,Report this issue,Rapporter dette problem
DocType: Custom Script,Adds a custom script (client or server) to a DocType,Tilføjer en brugerdefineret script (klient eller server) til en DocType
DocType: Address,City/Town,By
DocType: Data Migration Connector,Connector Name,Connector Name
DocType: Address,Is Your Company Address,Er din virksomhedsadresse
apps/dataent/dataent/public/js/dataent/form/grid_row_form.js +43,Editing Row,Redigering af række
DocType: Workflow Action Master,Workflow Action Master,Workflow Action Master
DocType: Custom Field,Field Type,Field Type
apps/dataent/dataent/utils/data.py +550,only.,alene.
apps/dataent/dataent/core/doctype/user/user.py +1018,OTP secret can only be reset by the Administrator.,OTP-hemmeligheden kan kun nulstilles af administratoren.
apps/dataent/dataent/utils/password_strength.py +135,Avoid years that are associated with you.,"Undgå år, der er forbundet med dig."
apps/dataent/dataent/config/setup.py +44,Restrict user for specific document,Begræns bruger for specifikt dokument
DocType: GSuite Templates,GSuite Templates,GSuite Skabeloner
apps/dataent/dataent/public/js/dataent/views/reports/reportview.js +669,Descending,Faldende
apps/dataent/dataent/utils/goal.py +110,Goal,Goal
apps/dataent/dataent/email/receive.py +60,Invalid Mail Server. Please rectify and try again.,"Ugyldig Mail Server. Venligst rette, og prøv igen."
DocType: DocField,"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","For links Indtast DocType interval. For Vælg, indtast liste over muligheder, hver på en ny linje."
DocType: Workflow State,film,film
apps/dataent/dataent/model/db_query.py +447,No permission to read {0},Ingen tilladelse til at læse {0}
apps/dataent/dataent/config/desktop.py +8,Tools,Værktøj
apps/dataent/dataent/utils/password_strength.py +134,Avoid recent years.,Undgå senere år.
apps/dataent/dataent/utils/nestedset.py +240,Multiple root nodes not allowed.,Flere root noder er ikke tilladt.
DocType: Note,"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.","Hvis aktiveret, vil brugerne blive underrettet hver gang de logger ind. Hvis ikke aktiveret, meddeles brugerne kun en gang."
apps/dataent/dataent/core/doctype/doctype/doctype.py +691,Invalid {0} condition,Ugyldig {0} betingelse
DocType: OAuth Client,"If checked, users will not see the Confirm Access dialog.","Hvis markeret, vil brugerne ikke se dialogboksen Bekræft Access."
apps/dataent/dataent/public/js/dataent/views/reports/reportview.js +542,ID field is required to edit values using Report. Please select the ID field using the Column Picker,ID felt er påkrævet at redigere værdier ved hjælp af rapporten. Vælg ID-feltet ved hjælp af kolonne Picker
apps/dataent/dataent/public/js/dataent/model/model.js +25,Comments,Kommentarer
apps/dataent/dataent/public/js/dataent/dom.js +274,Confirm,Bekræft
apps/dataent/dataent/www/login.html +59,Forgot Password?,Glemt adgangskode?
DocType: System Settings,yyyy-mm-dd,yyyy-mm-dd
apps/dataent/dataent/desk/report/todo/todo.py +19,ID,ID
apps/dataent/dataent/integrations/doctype/razorpay_settings/razorpay_settings.py +100,Server Error,Server Fejl
apps/dataent/dataent/email/doctype/email_account/email_account.py +46,Login Id is required,Brugernavn skal angives
DocType: Website Slideshow,Website Slideshow,Website Slideshow
apps/dataent/dataent/public/js/dataent/form/grid.js +58,No Data,Ingen data
DocType: Website Settings,"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)","Link, der er hjemmesiden startside. Standard Links (indeks, login, produkter, blog, om, kontakt)"
apps/dataent/dataent/email/doctype/email_account/email_account.py +173,Authentication failed while receiving emails from Email Account {0}. Message from server: {1},Godkendelse mislykkedes mens modtage e-mails fra e-mail-konto {0}. Meddelelse fra serveren: {1}
DocType: Custom Field,Custom Field,Tilpasset Field
apps/dataent/dataent/email/doctype/notification/notification.py +36,Please specify which date field must be checked,Angiv venligst hvilken dato felt skal kontrolleres
DocType: Custom DocPerm,Set User Permissions,Redigér brugertilladelser
apps/dataent/dataent/permissions.py +200,Not allowed for {0} = {1},Ikke tilladt for {0} = {1}
DocType: Email Account,Email Account Name,E-mailkontonavn
apps/dataent/dataent/integrations/doctype/dropbox_settings/dropbox_settings.py +268,Something went wrong while generating dropbox access token. Please check error log for more details.,"Noget gik galt, mens du genererede dropbox access token. Kontroller fejllogg for flere detaljer."
DocType: File,old_parent,old_parent
apps/dataent/dataent/config/desk.py +54,"Newsletters to contacts, leads.","Nyhedsbreve til kontakter, emner."
DocType: Email Account,"e.g. ""Support"", ""Sales"", ""Jerry Yang""","fx &quot;Support&quot;, &quot;Salg&quot;, &quot;Jerry Yang&quot;"
apps/dataent/dataent/twofactor.py +136,Incorrect Verification code,Forkert bekræftelseskode
DocType: DocField,Description,Beskrivelse
DocType: Print Settings,Repeat Header and Footer in PDF,Gentag sidehoved og sidefod i PDF
DocType: Address Template,Is Default,Er standard
DocType: Data Migration Connector,Connector Type,Tilslutningstype
apps/dataent/dataent/desk/doctype/kanban_board/kanban_board.py +24,Column Name cannot be empty,Kolonnenavn kan ikke være tomt
apps/dataent/dataent/email/doctype/email_account/email_account.py +255,Error while connecting to email account {0},Fejl under forbindelse til e-mail-konto {0}
DocType: Workflow State,fast-forward,hurtigt fremad
DocType: Communication,Communication,Kommunikation
